AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE;RESERVADO;
2025;01;10;20;0;0.000178472769;0.000149970370;0.000189250019;;
2025;01;10;21;0;0.000188090254;0.000141263077;0.000181927710;;
2025;01;10;22;0;0.000191904599;0.000127295279;0.000146062806;;
2025;01;10;23;0;0.000175890329;0.000112972200;0.000117498015;;
2025;01;10;24;0;0.000151554992;0.000100789169;0.000096724856;;
2025;01;11;1;0;0.000127386750;0.000088660882;0.000074075797;;
2025;01;11;2;0;0.000106228309;0.000082057944;0.000049743365;;
2025;01;11;3;0;0.000092298289;0.000078771513;0.000042953811;;
2025;01;11;4;0;0.000085058437;0.000077255902;0.000035077992;;
2025;01;11;5;0;0.000081491049;0.000076569766;0.000035391182;;
2025;01;11;6;0;0.000081726462;0.000077951513;0.000032807926;;
2025;01;11;7;0;0.000085192105;0.000082916804;0.000031242192;;
2025;01;11;8;0;0.000094194068;0.000091548065;0.000037766231;;
2025;01;11;9;0;0.000108990746;0.000093055379;0.000067771876;;
2025;01;11;10;0;0.000135237426;0.000100530831;0.000108531825;;
2025;01;11;11;0;0.000152717423;0.000113791620;0.000126836457;;
2025;01;11;12;0;0.000154534715;0.000117359772;0.000155538694;;
2025;01;11;13;0;0.000152631166;0.000118356277;0.000179707669;;
2025;01;11;14;0;0.000160095751;0.000114571936;0.000189152689;;
2025;01;11;15;0;0.000164177297;0.000105979611;0.000180101427;;
2025;01;11;16;0;0.000150844718;0.000100502128;0.000170811712;;
2025;01;11;17;0;0.000140840588;0.000096788768;0.000164167367;;
2025;01;11;18;0;0.000139365794;0.000097850796;0.000155427068;;
2025;01;11;19;0;0.000153474519;0.000114887756;0.000155466397;;
2025;01;11;20;0;0.000165482331;0.000123758930;0.000162752268;;
2025;01;11;21;0;0.000175724047;0.000125296440;0.000150002087;;
2025;01;11;22;0;0.000181303651;0.000118140456;0.000129766275;;
2025;01;11;23;0;0.000168407943;0.000108619647;0.000108937965;;
2025;01;11;24;0;0.000146990318;0.000098261587;0.000080088854;;
2025;01;12;1;0;0.000129312129;0.000088254435;0.000059357824;;
2025;01;12;2;0;0.000111566637;0.000082944243;0.000050107863;;
2025;01;12;3;0;0.000097407674;0.000080153123;0.000037538493;;
2025;01;12;4;0;0.000088709888;0.000078647688;0.000033867752;;
2025;01;12;5;0;0.000084208902;0.000078060672;0.000036992472;;
2025;01;12;6;0;0.000083278236;0.000079000968;0.000028685691;;
2025;01;12;7;0;0.000085571658;0.000082644051;0.000025559815;;
2025;01;12;8;0;0.000091292743;0.000087732385;0.000031299506;;
2025;01;12;9;0;0.000100795691;0.000082990722;0.000043767101;;
2025;01;12;10;0;0.000124944403;0.000081616198;0.000066656291;;
2025;01;12;11;0;0.000146988378;0.000086552753;0.000096641729;;
2025;01;12;12;0;0.000154657730;0.000090032096;0.000127041108;;
2025;01;12;13;0;0.000156515833;0.000093723287;0.000151237996;;
2025;01;12;14;0;0.000162047934;0.000093655603;0.000156959546;;
2025;01;12;15;0;0.000162375486;0.000091089069;0.000154538485;;
2025;01;12;16;0;0.000148377775;0.000088567238;0.000147760978;;
2025;01;12;17;0;0.000140811597;0.000085927191;0.000142427225;;
2025;01;12;18;0;0.000142152991;0.000086195038;0.000139905520;;
2025;01;12;19;0;0.000163779190;0.000105049829;0.000145531119;;
2025;01;12;20;0;0.000182304229;0.000112630051;0.000153740427;;
2025;01;12;21;0;0.000194143020;0.000111848301;0.000133846955;;
2025;01;12;22;0;0.000194994438;0.000106804971;0.000112380309;;
2025;01;12;23;0;0.000173638162;0.000098763932;0.000088080456;;
2025;01;12;24;0;0.000144671059;0.000089985115;0.000060182618;;
2025;01;13;1;0;0.000117831090;0.000082766083;0.000047834163;;
2025;01;13;2;0;0.000098835404;0.000080080704;0.000037611605;;
2025;01;13;3;0;0.000087953088;0.000078468090;0.000034568265;;
2025;01;13;4;0;0.000082417256;0.000077964749;0.000026452521;;
2025;01;13;5;0;0.000080475372;0.000078417285;0.000027874079;;
2025;01;13;6;0;0.000083684758;0.000082581850;0.000025626441;;
2025;01;13;7;0;0.000096996394;0.000098140396;0.000026012700;;
2025;01;13;8;0;0.000125386940;0.000131658826;0.000043798308;;
2025;01;13;9;0;0.000137900646;0.000166855612;0.000081184978;;
2025;01;13;10;0;0.000142237356;0.000185318146;0.000127268736;;
2025;01;13;11;0;0.000146690660;0.000190768824;0.000152526460;;
2025;01;13;12;0;0.000145163689;0.000187026259;0.000156638494;;
2025;01;13;13;0;0.000145250647;0.000181251832;0.000166585949;;
2025;01;13;14;0;0.000153220870;0.000169455830;0.000137344269;;
2025;01;13;15;0;0.000158228782;0.000148622732;0.000145412601;;
2025;01;13;16;0;0.000152037940;0.000140234797;0.000148390050;;
2025;01;13;17;0;0.000146351722;0.000140682881;0.000150673190;;
2025;01;13;18;0;0.000151513287;0.000145679272;0.000157356711;;
2025;01;13;19;0;0.000172691636;0.000159296128;0.000163205171;;
2025;01;13;20;0;0.000194070066;0.000154612264;0.000174743188;;
2025;01;13;21;0;0.000212004696;0.000139318154;0.000162890923;;
2025;01;13;22;0;0.000212806693;0.000121056658;0.000122207916;;
2025;01;13;23;0;0.000186621823;0.000104782348;0.000091832111;;
2025;01;13;24;0;0.000151299612;0.000093559834;0.000071332479;;
2025;01;14;1;0;0.000125728581;0.000089876086;0.000054448407;;
2025;01;14;2;0;0.000104817900;0.000086652838;0.000040270734;;
2025;01;14;3;0;0.000092802365;0.000084753783;0.000029357397;;
2025;01;14;4;0;0.000086570393;0.000083831138;0.000025469125;;
2025;01;14;5;0;0.000084687291;0.000084437687;0.000024599925;;
2025;01;14;6;0;0.000087668685;0.000088530085;0.000021338211;;
2025;01;14;7;0;0.000101220847;0.000104376272;0.000027045663;;
2025;01;14;8;0;0.000130966011;0.000139748111;0.000043317882;;
2025;01;14;9;0;0.000143681700;0.000174068339;0.000080065874;;
2025;01;14;10;0;0.000148885662;0.000192267936;0.000128791250;;
2025;01;14;11;0;0.000152782604;0.000197865515;0.000155258499;;
2025;01;14;12;0;0.000150681556;0.000194243579;0.000159077986;;
2025;01;14;13;0;0.000151169462;0.000189595050;0.000152181169;;
2025;01;14;14;0;0.000159256540;0.000177754348;0.000150246740;;
2025;01;14;15;0;0.000164903843;0.000157282607;0.000147601460;;
2025;01;14;16;0;0.000157543403;0.000147893763;0.000158963534;;
2025;01;14;17;0;0.000152033408;0.000147780668;0.000155204719;;
2025;01;14;18;0;0.000156321614;0.000151836654;0.000167623935;;
2025;01;14;19;0;0.000176912726;0.000166245052;0.000171734757;;
2025;01;14;20;0;0.000198715447;0.000163411573;0.000178679633;;
2025;01;14;21;0;0.000215935114;0.000149268236;0.000167363151;;
2025;01;14;22;0;0.000217584398;0.000131013636;0.000131881238;;
2025;01;14;23;0;0.000192474123;0.000113628295;0.000105323002;;
2025;01;14;24;0;0.000158054189;0.000100580335;0.000076264890;;
2025;01;15;1;0;0.000129170443;0.000092325493;0.000054691825;;
2025;01;15;2;0;0.000107043729;0.000088519389;0.000040392795;;
2025;01;15;3;0;0.000094429272;0.000086287174;0.000029420730;;
2025;01;15;4;0;0.000088307231;0.000085545412;0.000025539279;;
2025;01;15;5;0;0.000086421855;0.000086197323;0.000024670121;;
2025;01;15;6;0;0.000089518618;0.000090426085;0.000021402239;;
2025;01;15;7;0;0.000103630945;0.000106875127;0.000027144304;;
2025;01;15;8;0;0.000133479244;0.000142492236;0.000043428223;;
2025;01;15;9;0;0.000146683339;0.000177762591;0.000080302719;;
2025;01;15;10;0;0.000151652538;0.000195934744;0.000129100649;;
2025;01;15;11;0;0.000155481522;0.000201469994;0.000155598176;;
2025;01;15;12;0;0.000153306644;0.000197738297;0.000159417499;;
2025;01;15;13;0;0.000153900801;0.000193120354;0.000152529381;;
2025;01;15;14;0;0.000161815245;0.000180728921;0.000150521017;;
2025;01;15;15;0;0.000166379000;0.000158872895;0.000147625285;;
2025;01;15;16;0;0.000159759868;0.000150093463;0.000159178360;;
2025;01;15;17;0;0.000154549578;0.000150319512;0.000155503845;;
2025;01;15;18;0;0.000159697083;0.000155158119;0.000168146866;;
2025;01;15;19;0;0.000181006289;0.000170121504;0.000172334827;;
2025;01;15;20;0;0.000203406823;0.000167293670;0.000179324620;;
2025;01;15;21;0;0.000220597540;0.000152533730;0.000167886482;;
2025;01;15;22;0;0.000222084985;0.000133768878;0.000132264737;;
2025;01;15;23;0;0.000196416376;0.000115996428;0.000105624007;;
2025;01;15;24;0;0.000160995733;0.000102501081;0.000076448607;;
2025;01;16;1;0;0.000130601894;0.000093281550;0.000054765014;;
2025;01;16;2;0;0.000108085312;0.000089324778;0.000040433854;;
2025;01;16;3;0;0.000095556106;0.000087248973;0.000029466026;;
2025;01;16;4;0;0.000089140617;0.000086300428;0.000025563461;;
2025;01;16;5;0;0.000087365720;0.000087077070;0.000024702190;;
2025;01;16;6;0;0.000090321743;0.000091184991;0.000021420118;;
2025;01;16;7;0;0.000104464605;0.000107679796;0.000027160890;;
2025;01;16;8;0;0.000134197952;0.000143211622;0.000043426445;;
2025;01;16;9;0;0.000147576881;0.000178777100;0.000080313124;;
2025;01;16;10;0;0.000152178335;0.000196574605;0.000129036529;;
2025;01;16;11;0;0.000156547157;0.000202764037;0.000155649737;;
2025;01;16;12;0;0.000154630026;0.000199335601;0.000159538201;;
2025;01;16;13;0;0.000156004265;0.000195583642;0.000152825319;;
2025;01;16;14;0;0.000165318243;0.000184372569;0.000151092290;;
2025;01;16;15;0;0.000170295591;0.000162354895;0.000148250609;;
2025;01;16;16;0;0.000163824120;0.000153649183;0.000159927401;;
2025;01;16;17;0;0.000158528279;0.000153924790;0.000156251674;;
2025;01;16;18;0;0.000162227811;0.000157453122;0.000168564720;;
2025;01;16;19;0;0.000182550035;0.000171478917;0.000172459858;;
2025;01;16;20;0;0.000204271630;0.000167961756;0.000179268111;;
2025;01;16;21;0;0.000220804461;0.000152671653;0.000167697487;;
2025;01;16;22;0;0.000221584883;0.000133492250;0.000132013303;;
2025;01;16;23;0;0.000196333772;0.000115954991;0.000105471582;;
2025;01;16;24;0;0.000160954239;0.000102480308;0.000076341938;;
2025;01;17;1;0;0.000131420574;0.000093564589;0.000060106042;;
2025;01;17;2;0;0.000108888377;0.000088956388;0.000045281316;;
2025;01;17;3;0;0.000096350621;0.000086888045;0.000038192478;;
2025;01;17;4;0;0.000089196013;0.000085274123;0.000031833211;;
2025;01;17;5;0;0.000086993237;0.000085692212;0.000033906439;;
2025;01;17;6;0;0.000090105899;0.000089890174;0.000028518438;;
2025;01;17;7;0;0.000103249383;0.000105523877;0.000031514086;;
2025;01;17;8;0;0.000132181320;0.000139931084;0.000049717639;;
2025;01;17;9;0;0.000146088454;0.000173611894;0.000094457915;;
2025;01;17;10;0;0.000152505815;0.000191810908;0.000129301100;;
2025;01;17;11;0;0.000157282182;0.000198323735;0.000166294945;;
2025;01;17;12;0;0.000157287554;0.000197808317;0.000170583937;;
2025;01;17;13;0;0.000157556872;0.000194046234;0.000188651470;;
2025;01;17;14;0;0.000166210605;0.000182983892;0.000177697438;;
